Frame,Predicted,Confidence,LowConfidence,TrueLabel,Timestamp
battery_171.jpg,Battery,0.9999,False,battery,2025-11-03 16:30:03
battery_172.jpg,Battery,1.0,False,battery,2025-11-03 16:30:05
battery_173.jpg,Battery,0.9991,False,battery,2025-11-03 16:30:06
battery_174.jpg,Battery,1.0,False,battery,2025-11-03 16:30:07
battery_175.jpg,Battery,0.9997,False,battery,2025-11-03 16:30:08
battery_176.jpg,Battery,1.0,False,battery,2025-11-03 16:30:09
battery_177.jpg,Battery,1.0,False,battery,2025-11-03 16:30:10
battery_178.jpg,Battery,0.9999,False,battery,2025-11-03 16:30:11
battery_179.jpg,Battery,1.0,False,battery,2025-11-03 16:30:12
battery_18.jpg,Battery,1.0,False,battery,2025-11-03 16:30:13
battery_180.jpg,Battery,1.0,False,battery,2025-11-03 16:30:14
battery_181.jpg,Battery,0.9925,False,battery,2025-11-03 16:30:16
battery_182.jpg,Battery,1.0,False,battery,2025-11-03 16:30:17
battery_183.jpg,Battery,1.0,False,battery,2025-11-03 16:30:18
battery_184.jpg,Battery,0.9998,False,battery,2025-11-03 16:30:19
battery_185.jpg,Battery,1.0,False,battery,2025-11-03 16:30:20
battery_186.jpg,Battery,1.0,False,battery,2025-11-03 16:30:21
battery_187.jpg,Battery,0.9982,False,battery,2025-11-03 16:30:22
battery_188.jpg,Battery,0.998,False,battery,2025-11-03 16:30:23
battery_189.jpg,Battery,0.9993,False,battery,2025-11-03 16:30:24
battery_19.jpg,Battery,1.0,False,battery,2025-11-03 16:30:25
battery_190.jpg,Battery,0.9835,False,battery,2025-11-03 16:30:27
battery_191.jpg,Battery,0.9991,False,battery,2025-11-03 16:30:28
battery_192.jpg,Battery,0.9995,False,battery,2025-11-03 16:30:29
battery_193.jpg,Battery,0.9997,False,battery,2025-11-03 16:30:30
battery_194.jpg,Trash,0.5799,True,battery,2025-11-03 16:30:31
battery_195.jpg,Battery,0.9974,False,battery,2025-11-03 16:30:32
battery_196.jpg,Battery,1.0,False,battery,2025-11-03 16:30:33
battery_197.jpg,Battery,0.8806,False,battery,2025-11-03 16:30:35
battery_198.jpg,Battery,0.9994,False,battery,2025-11-03 16:30:36
battery_199.jpg,Battery,1.0,False,battery,2025-11-03 16:30:37
battery_2.jpg,Battery,0.9981,False,battery,2025-11-03 16:30:38
battery_20.jpg,Battery,0.9934,False,battery,2025-11-03 16:30:39
battery_200.jpg,Battery,0.9969,False,battery,2025-11-03 16:30:40
battery_201.jpg,Battery,0.9998,False,battery,2025-11-03 16:30:41
battery_202.jpg,Battery,1.0,False,battery,2025-11-03 16:30:42
battery_203.jpg,Battery,0.9979,False,battery,2025-11-03 16:30:43
battery_204.jpg,Battery,1.0,False,battery,2025-11-03 16:30:44
battery_205.jpg,Battery,0.9997,False,battery,2025-11-03 16:30:45
battery_206.jpg,Battery,1.0,False,battery,2025-11-03 16:30:46
battery_207.jpg,Battery,0.9999,False,battery,2025-11-03 16:30:47
battery_208.jpg,Battery,0.9999,False,battery,2025-11-03 16:30:48
battery_209.jpg,Battery,0.9721,False,battery,2025-11-03 16:30:49
battery_21.jpg,Battery,0.9824,False,battery,2025-11-03 16:30:51
battery_210.jpg,Battery,0.9924,False,battery,2025-11-03 16:30:52
battery_211.jpg,Battery,0.9994,False,battery,2025-11-03 16:30:53
battery_212.jpg,Battery,0.9995,False,battery,2025-11-03 16:30:54
battery_213.jpg,Battery,0.9999,False,battery,2025-11-03 16:30:55
battery_214.jpg,Battery,1.0,False,battery,2025-11-03 16:30:56
battery_215.jpg,Battery,1.0,False,battery,2025-11-03 16:30:57
battery_216.jpg,Battery,0.9994,False,battery,2025-11-03 16:30:58
battery_217.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:00
battery_218.jpg,Battery,1.0,False,battery,2025-11-03 16:31:01
battery_219.jpg,Battery,0.9986,False,battery,2025-11-03 16:31:02
battery_22.jpg,Battery,0.9996,False,battery,2025-11-03 16:31:03
battery_220.jpg,Battery,0.9994,False,battery,2025-11-03 16:31:04
battery_221.jpg,Battery,1.0,False,battery,2025-11-03 16:31:05
battery_222.jpg,Battery,0.9989,False,battery,2025-11-03 16:31:06
battery_223.jpg,Battery,1.0,False,battery,2025-11-03 16:31:07
battery_224.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:08
battery_225.jpg,Battery,1.0,False,battery,2025-11-03 16:31:10
battery_226.jpg,Battery,0.9998,False,battery,2025-11-03 16:31:11
battery_227.jpg,Battery,1.0,False,battery,2025-11-03 16:31:12
battery_228.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:13
battery_229.jpg,Battery,0.9998,False,battery,2025-11-03 16:31:14
battery_23.jpg,Battery,0.9796,False,battery,2025-11-03 16:31:15
battery_230.jpg,Battery,0.9967,False,battery,2025-11-03 16:31:16
battery_231.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:17
battery_232.jpg,Battery,1.0,False,battery,2025-11-03 16:31:19
battery_233.jpg,Battery,0.9976,False,battery,2025-11-03 16:31:20
battery_234.jpg,Battery,0.9998,False,battery,2025-11-03 16:31:21
battery_235.jpg,Battery,0.9998,False,battery,2025-11-03 16:31:22
battery_236.jpg,Battery,0.9844,False,battery,2025-11-03 16:31:23
battery_237.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:24
battery_238.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:25
battery_239.jpg,Battery,0.9968,False,battery,2025-11-03 16:31:26
battery_24.jpg,Battery,1.0,False,battery,2025-11-03 16:31:27
battery_240.jpg,Battery,0.9936,False,battery,2025-11-03 16:31:28
battery_241.jpg,Battery,1.0,False,battery,2025-11-03 16:31:29
battery_242.jpg,Battery,1.0,False,battery,2025-11-03 16:31:31
battery_243.jpg,Battery,1.0,False,battery,2025-11-03 16:31:32
battery_244.jpg,Battery,0.9974,False,battery,2025-11-03 16:31:33
battery_245.jpg,Battery,0.9977,False,battery,2025-11-03 16:31:34
battery_246.jpg,Battery,0.9994,False,battery,2025-11-03 16:31:35
battery_247.jpg,Battery,0.9988,False,battery,2025-11-03 16:31:36
battery_248.jpg,Battery,0.9947,False,battery,2025-11-03 16:31:37
battery_249.jpg,Battery,0.9887,False,battery,2025-11-03 16:31:39
battery_25.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:40
battery_250.jpg,Battery,0.9982,False,battery,2025-11-03 16:31:41
battery_251.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:42
battery_252.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:43
battery_253.jpg,Battery,0.9968,False,battery,2025-11-03 16:31:44
battery_254.jpg,Battery,0.9998,False,battery,2025-11-03 16:31:45
battery_255.jpg,Battery,0.9937,False,battery,2025-11-03 16:31:46
battery_256.jpg,Battery,0.9996,False,battery,2025-11-03 16:31:48
battery_257.jpg,Battery,0.9995,False,battery,2025-11-03 16:31:49
battery_258.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:50
battery_259.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:51
battery_26.jpg,Battery,0.9922,False,battery,2025-11-03 16:31:52
battery_260.jpg,Battery,0.9874,False,battery,2025-11-03 16:31:53
battery_261.jpg,Battery,0.9697,False,battery,2025-11-03 16:31:54
battery_262.jpg,Battery,0.9998,False,battery,2025-11-03 16:31:55
battery_263.jpg,Battery,1.0,False,battery,2025-11-03 16:31:57
battery_264.jpg,Battery,0.9999,False,battery,2025-11-03 16:31:58
battery_265.jpg,Battery,1.0,False,battery,2025-11-03 16:31:59
battery_266.jpg,Battery,0.9981,False,battery,2025-11-03 16:32:00
battery_267.jpg,Battery,0.9988,False,battery,2025-11-03 16:32:01
battery_268.jpg,Battery,0.9974,False,battery,2025-11-03 16:32:02
battery_269.jpg,Battery,0.9957,False,battery,2025-11-03 16:32:03
battery_27.jpg,Battery,1.0,False,battery,2025-11-03 16:32:04
battery_270.jpg,Battery,0.9989,False,battery,2025-11-03 16:32:06
battery_271.jpg,Battery,0.9999,False,battery,2025-11-03 16:32:07
battery_272.jpg,Battery,0.9982,False,battery,2025-11-03 16:32:08
battery_273.jpg,Battery,1.0,False,battery,2025-11-03 16:32:09
battery_274.jpg,Battery,0.9807,False,battery,2025-11-03 16:32:10
battery_275.jpg,Battery,0.9997,False,battery,2025-11-03 16:32:11
battery_276.jpg,Battery,1.0,False,battery,2025-11-03 16:32:12
battery_277.jpg,Battery,0.9917,False,battery,2025-11-03 16:32:13
battery_278.jpg,Battery,0.9999,False,battery,2025-11-03 16:32:15
battery_279.jpg,Battery,0.9738,False,battery,2025-11-03 16:32:16
battery_28.jpg,Battery,0.9993,False,battery,2025-11-03 16:32:17
battery_280.jpg,Battery,1.0,False,battery,2025-11-03 16:32:18
battery_281.jpg,Battery,0.9997,False,battery,2025-11-03 16:32:19
battery_282.jpg,Battery,1.0,False,battery,2025-11-03 16:32:20
battery_283.jpg,Battery,1.0,False,battery,2025-11-03 16:32:21
battery_284.jpg,Battery,0.9998,False,battery,2025-11-03 16:32:22
battery_285.jpg,Battery,1.0,False,battery,2025-11-03 16:32:23
battery_286.jpg,Battery,0.9477,False,battery,2025-11-03 16:32:24
battery_287.jpg,Battery,0.9998,False,battery,2025-11-03 16:32:26
battery_288.jpg,Battery,0.9825,False,battery,2025-11-03 16:32:27
battery_289.jpg,Battery,1.0,False,battery,2025-11-03 16:32:28
battery_29.jpg,Battery,1.0,False,battery,2025-11-03 16:32:29
battery_290.jpg,Battery,0.9992,False,battery,2025-11-03 16:32:30
battery_291.jpg,Battery,0.9999,False,battery,2025-11-03 16:32:31
battery_292.jpg,Battery,1.0,False,battery,2025-11-03 16:32:32
battery_293.jpg,Battery,0.9998,False,battery,2025-11-03 16:32:34
battery_294.jpg,Battery,1.0,False,battery,2025-11-03 16:32:35
battery_295.jpg,Battery,0.9999,False,battery,2025-11-03 16:32:36
battery_296.jpg,Battery,1.0,False,battery,2025-11-03 16:32:37
battery_297.jpg,Battery,0.9957,False,battery,2025-11-03 16:32:38
battery_298.jpg,Battery,1.0,False,battery,2025-11-03 16:32:39
battery_299.jpg,Battery,0.9217,False,battery,2025-11-03 16:32:40
battery_3.jpg,Battery,1.0,False,battery,2025-11-03 16:32:41
battery_30.jpg,Battery,1.0,False,battery,2025-11-03 16:32:42
battery_300.jpg,Battery,1.0,False,battery,2025-11-03 16:32:44
battery_301.jpg,Battery,1.0,False,battery,2025-11-03 16:32:45
battery_302.jpg,Battery,0.9879,False,battery,2025-11-03 16:32:46
battery_303.jpg,Battery,0.9995,False,battery,2025-11-03 16:32:47
battery_304.jpg,Battery,0.9694,False,battery,2025-11-03 16:32:48
battery_305.jpg,Battery,0.9998,False,battery,2025-11-03 16:32:49
battery_306.jpg,Battery,0.9994,False,battery,2025-11-03 16:32:50
battery_307.jpg,Battery,0.9701,False,battery,2025-11-03 16:32:51
battery_308.jpg,Battery,0.9998,False,battery,2025-11-03 16:32:53
battery_309.jpg,Battery,1.0,False,battery,2025-11-03 16:32:54
battery_31.jpg,Battery,1.0,False,battery,2025-11-03 16:32:55
battery_310.jpg,Battery,0.9999,False,battery,2025-11-03 16:32:56
battery_311.jpg,Battery,0.9983,False,battery,2025-11-03 16:32:57
battery_312.jpg,Battery,1.0,False,battery,2025-11-03 16:32:58
battery_313.jpg,Battery,1.0,False,battery,2025-11-03 16:32:59
battery_314.jpg,Battery,0.9997,False,battery,2025-11-03 16:33:01
battery_315.jpg,Battery,0.9976,False,battery,2025-11-03 16:33:02
battery_316.jpg,Battery,0.9997,False,battery,2025-11-03 16:33:03
battery_317.jpg,Battery,0.8624,False,battery,2025-11-03 16:33:04
battery_318.jpg,Battery,1.0,False,battery,2025-11-03 16:33:05
battery_319.jpg,Battery,0.9996,False,battery,2025-11-03 16:33:06
battery_32.jpg,Battery,1.0,False,battery,2025-11-03 16:33:07
battery_320.jpg,Battery,1.0,False,battery,2025-11-03 16:33:08
battery_321.jpg,Battery,0.9999,False,battery,2025-11-03 16:33:10
battery_322.jpg,Battery,0.7771,True,battery,2025-11-03 16:33:11
battery_323.jpg,Battery,1.0,False,battery,2025-11-03 16:33:12
battery_324.jpg,Battery,1.0,False,battery,2025-11-03 16:33:13
battery_325.jpg,Battery,0.9982,False,battery,2025-11-03 16:33:14
battery_326.jpg,Battery,0.9995,False,battery,2025-11-03 16:33:15
battery_327.jpg,Battery,0.9998,False,battery,2025-11-03 16:33:16
battery_328.jpg,Battery,0.7874,True,battery,2025-11-03 16:33:17
battery_329.jpg,Battery,0.9999,False,battery,2025-11-03 16:33:18
battery_33.jpg,Battery,1.0,False,battery,2025-11-03 16:33:20
battery_330.jpg,Battery,0.9665,False,battery,2025-11-03 16:33:21
battery_331.jpg,Battery,0.5998,True,battery,2025-11-03 16:33:22
battery_332.jpg,Battery,0.9974,False,battery,2025-11-03 16:33:23
battery_333.jpg,Battery,0.9686,False,battery,2025-11-03 16:33:24
battery_334.jpg,Battery,0.9995,False,battery,2025-11-03 16:33:25
battery_335.jpg,Battery,0.9972,False,battery,2025-11-03 16:33:26
battery_336.jpg,Battery,0.9961,False,battery,2025-11-03 16:33:27
battery_337.jpg,Battery,0.9536,False,battery,2025-11-03 16:33:29
battery_338.jpg,Battery,0.9992,False,battery,2025-11-03 16:33:30
battery_339.jpg,Battery,1.0,False,battery,2025-11-03 16:33:31
battery_34.jpg,Battery,0.9999,False,battery,2025-11-03 16:33:32
battery_340.jpg,Battery,0.9185,False,battery,2025-11-03 16:33:33
battery_341.jpg,Battery,0.9991,False,battery,2025-11-03 16:33:34
battery_342.jpg,Battery,1.0,False,battery,2025-11-03 16:33:35
battery_343.jpg,Battery,1.0,False,battery,2025-11-03 16:33:36
battery_344.jpg,Battery,0.9959,False,battery,2025-11-03 16:33:38
battery_345.jpg,Battery,0.9745,False,battery,2025-11-03 16:33:39
battery_346.jpg,Battery,0.9976,False,battery,2025-11-03 16:33:40
battery_347.jpg,Battery,1.0,False,battery,2025-11-03 16:33:41
battery_348.jpg,Battery,1.0,False,battery,2025-11-03 16:33:42
battery_349.jpg,Battery,0.9999,False,battery,2025-11-03 16:33:43
battery_35.jpg,Battery,0.9999,False,battery,2025-11-03 16:33:44
battery_350.jpg,Battery,0.9744,False,battery,2025-11-03 16:33:46
battery_351.jpg,Battery,1.0,False,battery,2025-11-03 16:33:47
battery_352.jpg,Battery,0.9998,False,battery,2025-11-03 16:33:48
battery_353.jpg,Battery,0.9993,False,battery,2025-11-03 16:33:49
battery_354.jpg,Battery,1.0,False,battery,2025-11-03 16:33:50
battery_355.jpg,Battery,0.9978,False,battery,2025-11-03 16:33:51
battery_356.jpg,Battery,0.9996,False,battery,2025-11-03 16:33:52
battery_357.jpg,Battery,0.9997,False,battery,2025-11-03 16:33:53
battery_358.jpg,Battery,0.9998,False,battery,2025-11-03 16:33:55
battery_359.jpg,Battery,1.0,False,battery,2025-11-03 16:33:56
battery_36.jpg,Battery,0.9999,False,battery,2025-11-03 16:33:57
battery_360.jpg,Battery,0.999,False,battery,2025-11-03 16:33:58
battery_361.jpg,Battery,0.9967,False,battery,2025-11-03 16:33:59
battery_362.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:00
battery_363.jpg,Battery,1.0,False,battery,2025-11-03 16:34:01
battery_364.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:02
battery_365.jpg,Battery,0.9993,False,battery,2025-11-03 16:34:03
battery_366.jpg,Battery,0.999,False,battery,2025-11-03 16:34:05
battery_367.jpg,Battery,0.9994,False,battery,2025-11-03 16:34:06
battery_368.jpg,Battery,0.9995,False,battery,2025-11-03 16:34:07
battery_369.jpg,Battery,0.9992,False,battery,2025-11-03 16:34:08
battery_37.jpg,Battery,0.9998,False,battery,2025-11-03 16:34:09
battery_370.jpg,Battery,1.0,False,battery,2025-11-03 16:34:10
battery_371.jpg,Battery,1.0,False,battery,2025-11-03 16:34:11
battery_372.jpg,Battery,0.9985,False,battery,2025-11-03 16:34:12
battery_373.jpg,Trash,0.7144,True,battery,2025-11-03 16:34:14
battery_374.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:15
battery_375.jpg,Battery,1.0,False,battery,2025-11-03 16:34:16
battery_376.jpg,Battery,1.0,False,battery,2025-11-03 16:34:17
battery_377.jpg,Battery,0.9865,False,battery,2025-11-03 16:34:18
battery_378.jpg,Battery,1.0,False,battery,2025-11-03 16:34:19
battery_379.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:20
battery_38.jpg,Battery,1.0,False,battery,2025-11-03 16:34:21
battery_380.jpg,Battery,1.0,False,battery,2025-11-03 16:34:23
battery_381.jpg,Battery,0.9997,False,battery,2025-11-03 16:34:24
battery_382.jpg,Battery,0.9984,False,battery,2025-11-03 16:34:25
battery_383.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:26
battery_384.jpg,Battery,0.9995,False,battery,2025-11-03 16:34:27
battery_385.jpg,Battery,0.9995,False,battery,2025-11-03 16:34:28
battery_386.jpg,Battery,1.0,False,battery,2025-11-03 16:34:29
battery_387.jpg,Battery,0.9767,False,battery,2025-11-03 16:34:30
battery_388.jpg,Battery,1.0,False,battery,2025-11-03 16:34:32
battery_389.jpg,Battery,1.0,False,battery,2025-11-03 16:34:33
battery_39.jpg,Battery,0.9058,False,battery,2025-11-03 16:34:34
battery_390.jpg,Battery,0.9964,False,battery,2025-11-03 16:34:35
battery_391.jpg,Battery,0.9997,False,battery,2025-11-03 16:34:36
battery_392.jpg,Battery,1.0,False,battery,2025-11-03 16:34:37
battery_393.jpg,Battery,1.0,False,battery,2025-11-03 16:34:38
battery_394.jpg,Battery,1.0,False,battery,2025-11-03 16:34:39
battery_395.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:41
battery_396.jpg,Battery,0.9958,False,battery,2025-11-03 16:34:42
battery_397.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:43
battery_398.jpg,Battery,1.0,False,battery,2025-11-03 16:34:44
battery_399.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:45
battery_4.jpg,Battery,0.9999,False,battery,2025-11-03 16:34:46
battery_40.jpg,Battery,1.0,False,battery,2025-11-03 16:34:47
battery_400.jpg,Battery,1.0,False,battery,2025-11-03 16:34:48
battery_401.jpg,Battery,0.9997,False,battery,2025-11-03 16:34:49
battery_402.jpg,Battery,0.9998,False,battery,2025-11-03 16:34:51
battery_403.jpg,Battery,1.0,False,battery,2025-11-03 16:34:52
battery_404.jpg,Battery,1.0,False,battery,2025-11-03 16:34:53
battery_405.jpg,Battery,1.0,False,battery,2025-11-03 16:34:54
battery_406.jpg,Battery,0.9837,False,battery,2025-11-03 16:34:55
battery_407.jpg,Battery,1.0,False,battery,2025-11-03 16:34:56
battery_408.jpg,Battery,1.0,False,battery,2025-11-03 16:34:57
battery_409.jpg,Battery,0.9962,False,battery,2025-11-03 16:34:58
battery_41.jpg,Battery,0.9753,False,battery,2025-11-03 16:35:00
battery_410.jpg,Battery,0.9994,False,battery,2025-11-03 16:35:01
battery_411.jpg,Battery,0.9995,False,battery,2025-11-03 16:35:02
battery_412.jpg,Battery,1.0,False,battery,2025-11-03 16:35:03
battery_413.jpg,Battery,0.9999,False,battery,2025-11-03 16:35:04
battery_414.jpg,Battery,0.9982,False,battery,2025-11-03 16:35:05
battery_415.jpg,Battery,0.9999,False,battery,2025-11-03 16:35:06
battery_416.jpg,Battery,1.0,False,battery,2025-11-03 16:35:07
battery_417.jpg,Battery,0.9988,False,battery,2025-11-03 16:35:09
battery_418.jpg,Battery,1.0,False,battery,2025-11-03 16:35:10
battery_419.jpg,Battery,0.9993,False,battery,2025-11-03 16:35:11
battery_42.jpg,Battery,0.7869,True,battery,2025-11-03 16:35:12
battery_420.jpg,Battery,1.0,False,battery,2025-11-03 16:35:13
battery_421.jpg,Battery,0.997,False,battery,2025-11-03 16:35:14
battery_422.jpg,Battery,0.9984,False,battery,2025-11-03 16:35:15
battery_423.jpg,Battery,1.0,False,battery,2025-11-03 16:35:16
battery_424.jpg,Battery,0.9995,False,battery,2025-11-03 16:35:17
battery_425.jpg,Battery,0.869,False,battery,2025-11-03 16:35:19
battery_426.jpg,Battery,1.0,False,battery,2025-11-03 16:35:20
battery_427.jpg,Battery,1.0,False,battery,2025-11-03 16:35:21
battery_428.jpg,Battery,0.9996,False,battery,2025-11-03 16:35:22
battery_429.jpg,Battery,0.8463,True,battery,2025-11-03 16:35:23
battery_43.jpg,Battery,0.9998,False,battery,2025-11-03 16:35:24
battery_430.jpg,Battery,1.0,False,battery,2025-11-03 16:35:25
battery_431.jpg,Battery,0.997,False,battery,2025-11-03 16:35:26
battery_432.jpg,Battery,0.999,False,battery,2025-11-03 16:35:27
battery_433.jpg,Battery,0.9999,False,battery,2025-11-03 16:35:28
battery_434.jpg,Battery,0.9994,False,battery,2025-11-03 16:35:29
battery_435.jpg,Battery,0.9985,False,battery,2025-11-03 16:35:31
battery_436.jpg,Battery,1.0,False,battery,2025-11-03 16:35:32
battery_437.jpg,Battery,0.9998,False,battery,2025-11-03 16:35:33
battery_438.jpg,Battery,1.0,False,battery,2025-11-03 16:35:34
battery_439.jpg,Battery,1.0,False,battery,2025-11-03 16:35:35
battery_44.jpg,Battery,1.0,False,battery,2025-11-03 16:35:36
battery_440.jpg,Battery,1.0,False,battery,2025-11-03 16:35:37
battery_441.jpg,Battery,0.9998,False,battery,2025-11-03 16:35:38
battery_442.jpg,Battery,1.0,False,battery,2025-11-03 16:35:39
battery_443.jpg,Battery,1.0,False,battery,2025-11-03 16:35:41
battery_444.jpg,Battery,1.0,False,battery,2025-11-03 16:35:42
battery_445.jpg,Battery,0.9993,False,battery,2025-11-03 16:35:43
battery_446.jpg,Battery,1.0,False,battery,2025-11-03 16:35:44
battery_447.jpg,Battery,1.0,False,battery,2025-11-03 16:35:45
battery_448.jpg,Battery,0.9999,False,battery,2025-11-03 16:35:46
battery_449.jpg,Battery,0.9998,False,battery,2025-11-03 16:35:47
battery_45.jpg,Battery,1.0,False,battery,2025-11-03 16:35:48
battery_450.jpg,Battery,0.7678,True,battery,2025-11-03 16:35:50
